,aqi,pm10,pm25,o3,timestamp_local,so2,no2,timestamp_utc,datetime,co,ts,city,latitude,longitude,timezone
0,22.6,7.25193,4.296299,47.922134,2022-10-24T14:00:00,0.40605664,0.020751031,2022-10-24T09:00:00,2022-10-24:09,193.59589,1666602000,Pitampura,28.7041,77.1025,Asia/Kolkata
1,23.0,8.031694,3.7638605,49.209595,2022-10-24T15:00:00,0.39115548,0.022759195,2022-10-24T10:00:00,2022-10-24:10,194.59724,1666605600,Pitampura,28.7041,77.1025,Asia/Kolkata
2,23.8,9.566713,3.117221,51.927567,2022-10-24T16:00:00,0.36880374,0.027980423,2022-10-24T11:00:00,2022-10-24:11,196.26617,1666609200,Pitampura,28.7041,77.1025,Asia/Kolkata
3,25.0,11.507183,2.4885843,53.64418,2022-10-24T17:00:00,0.35762787,0.036146957,2022-10-24T12:00:00,2022-10-24:12,196.93375,1666612800,Pitampura,28.7041,77.1025,Asia/Kolkata
4,25.0,12.60302,2.643011,53.64418,2022-10-24T18:00:00,0.36880374,0.04284084,2022-10-24T13:00:00,2022-10-24:13,195.26482,1666616400,Pitampura,28.7041,77.1025,Asia/Kolkata
5,25.0,13.4346695,2.7697089,55.07469,2022-10-24T19:00:00,0.3799796,0.04551839,2022-10-24T14:00:00,2022-10-24:14,195.26482,1666620000,Pitampura,28.7041,77.1025,Asia/Kolkata
6,26.0,13.957112,2.8264859,55.789948,2022-10-24T20:00:00,0.39115548,0.04551839,2022-10-24T15:00:00,2022-10-24:15,196.93375,1666623600,Pitampura,28.7041,77.1025,Asia/Kolkata
7,26.0,13.07002,2.8770802,57.22046,2022-10-24T21:00:00,0.39860606,0.044849,2022-10-24T16:00:00,2022-10-24:16,196.93375,1666627200,Pitampura,28.7041,77.1025,Asia/Kolkata
8,27.0,13.572899,3.0282629,58.65097,2022-10-24T22:00:00,0.40233135,0.044849,2022-10-24T17:00:00,2022-10-24:17,196.93375,1666630800,Pitampura,28.7041,77.1025,Asia/Kolkata
9,27.0,14.227764,3.2144709,59.366226,2022-10-24T23:00:00,0.40605664,0.044849,2022-10-24T18:00:00,2022-10-24:18,196.93375,1666634400,Pitampura,28.7041,77.1025,Asia/Kolkata
10,28.0,15.185615,3.2388995,60.081482,2022-10-25T00:00:00,0.40978193,0.044849,2022-10-24T19:00:00,2022-10-24:19,195.26482,1666638000,Pitampura,28.7041,77.1025,Asia/Kolkata
11,28.0,15.193135,3.1333208,60.796738,2022-10-25T01:00:00,0.40605664,0.044179615,2022-10-24T20:00:00,2022-10-24:20,195.26482,1666641600,Pitampura,28.7041,77.1025,Asia/Kolkata
12,28.0,14.060831,2.9393518,60.796738,2022-10-25T02:00:00,0.39115548,0.04351023,2022-10-24T21:00:00,2022-10-24:21,195.26482,1666645200,Pitampura,28.7041,77.1025,Asia/Kolkata
13,28.0,13.403369,2.7480788,61.511993,2022-10-25T03:00:00,0.36880374,0.04351023,2022-10-24T22:00:00,2022-10-24:22,195.26482,1666648800,Pitampura,28.7041,77.1025,Asia/Kolkata
14,29.0,12.748761,2.557324,63.65776,2022-10-25T04:00:00,0.346452,0.044179615,2022-10-24T23:00:00,2022-10-24:23,196.93375,1666652400,Pitampura,28.7041,77.1025,Asia/Kolkata
15,30.0,11.915914,2.425796,65.80353,2022-10-25T05:00:00,0.3427267,0.044849,2022-10-25T00:00:00,2022-10-25:00,198.60268,1666656000,Pitampura,28.7041,77.1025,Asia/Kolkata
16,31.0,11.348377,2.4491923,67.23404,2022-10-25T06:00:00,0.35390258,0.04953472,2022-10-25T01:00:00,2022-10-25:01,198.60268,1666659600,Pitampura,28.7041,77.1025,Asia/Kolkata
17,31.0,11.415602,2.6406446,67.23404,2022-10-25T07:00:00,0.3874302,0.050873496,2022-10-25T02:00:00,2022-10-25:02,198.60268,1666663200,Pitampura,28.7041,77.1025,Asia/Kolkata
18,31.0,12.186556,2.8320096,66.51878,2022-10-25T08:00:00,0.41350722,0.046857167,2022-10-25T03:00:00,2022-10-25:03,198.60268,1666666800,Pitampura,28.7041,77.1025,Asia/Kolkata
19,30.0,13.125434,2.9580169,65.08827,2022-10-25T09:00:00,0.43213367,0.042506143,2022-10-25T04:00:00,2022-10-25:04,196.93375,1666670400,Pitampura,28.7041,77.1025,Asia/Kolkata
20,29.0,13.836587,3.094382,62.22725,2022-10-25T10:00:00,0.44703484,0.036481652,2022-10-25T05:00:00,2022-10-25:05,195.26482,1666674000,Pitampura,28.7041,77.1025,Asia/Kolkata
21,27.0,13.538135,3.1508415,59.366226,2022-10-25T11:00:00,0.44330955,0.030791853,2022-10-25T06:00:00,2022-10-25:06,195.26482,1666677600,Pitampura,28.7041,77.1025,Asia/Kolkata
22,28.0,12.568013,2.9954557,60.081482,2022-10-25T12:00:00,0.4172325,0.026440829,2022-10-25T07:00:00,2022-10-25:07,193.59589,1666681200,Pitampura,28.7041,77.1025,Asia/Kolkata
23,29.0,11.816511,2.7048125,62.942505,2022-10-25T13:00:00,0.3799796,0.023763277,2022-10-25T08:00:00,2022-10-25:08,193.59589,1666684800,Pitampura,28.7041,77.1025,Asia/Kolkata
24,30.0,11.694825,2.576199,65.08827,2022-10-25T14:00:00,0.35762787,0.02309389,2022-10-25T09:00:00,2022-10-25:09,191.92696,1666688400,Pitampura,28.7041,77.1025,Asia/Kolkata
25,30.0,11.4304,2.5426767,65.08827,2022-10-25T15:00:00,0.3501773,0.024432667,2022-10-25T10:00:00,2022-10-25:10,191.92696,1666692000,Pitampura,28.7041,77.1025,Asia/Kolkata
26,29.0,11.340401,2.5727327,63.65776,2022-10-25T16:00:00,0.36507845,0.029787771,2022-10-25T11:00:00,2022-10-25:11,191.92696,1666695600,Pitampura,28.7041,77.1025,Asia/Kolkata
27,28.0,11.133058,2.6042159,61.511993,2022-10-25T17:00:00,0.3874302,0.037485734,2022-10-25T12:00:00,2022-10-25:12,191.92696,1666699200,Pitampura,28.7041,77.1025,Asia/Kolkata
28,27.0,11.763476,2.7731595,58.65097,2022-10-25T18:00:00,0.41350722,0.04351023,2022-10-25T13:00:00,2022-10-25:13,191.92696,1666702800,Pitampura,28.7041,77.1025,Asia/Kolkata
29,26.0,13.818454,3.3125515,56.505203,2022-10-25T19:00:00,0.43958426,0.042506143,2022-10-25T14:00:00,2022-10-25:14,191.92696,1666706400,Pitampura,28.7041,77.1025,Asia/Kolkata
30,26.0,15.528751,3.7395413,56.505203,2022-10-25T20:00:00,0.45448542,0.041502062,2022-10-25T15:00:00,2022-10-25:15,191.92696,1666710000,Pitampura,28.7041,77.1025,Asia/Kolkata
31,27.0,15.671468,3.7652779,58.65097,2022-10-25T21:00:00,0.44703484,0.04049798,2022-10-25T16:00:00,2022-10-25:16,191.92696,1666713600,Pitampura,28.7041,77.1025,Asia/Kolkata
32,27.0,15.394556,3.6036441,58.65097,2022-10-25T22:00:00,0.42840838,0.03982859,2022-10-25T17:00:00,2022-10-25:17,191.92696,1666717200,Pitampura,28.7041,77.1025,Asia/Kolkata
33,26.0,15.181485,3.5044212,56.505203,2022-10-25T23:00:00,0.4172325,0.038489815,2022-10-25T18:00:00,2022-10-25:18,191.92696,1666720800,Pitampura,28.7041,77.1025,Asia/Kolkata
34,24.0,15.261966,3.466479,52.928925,2022-10-26T00:00:00,0.4246831,0.036146957,2022-10-25T19:00:00,2022-10-25:19,190.25803,1666724400,Pitampura,28.7041,77.1025,Asia/Kolkata
35,24.0,16.463507,3.617081,51.498413,2022-10-26T01:00:00,0.44703484,0.03480818,2022-10-25T20:00:00,2022-10-25:20,190.25803,1666728000,Pitampura,28.7041,77.1025,Asia/Kolkata
36,24.0,17.52849,3.866325,52.21367,2022-10-26T02:00:00,0.47683716,0.034473486,2022-10-25T21:00:00,2022-10-25:21,190.25803,1666731600,Pitampura,28.7041,77.1025,Asia/Kolkata
37,24.0,17.304174,4.11292,51.498413,2022-10-26T03:00:00,0.4991889,0.0338041,2022-10-25T22:00:00,2022-10-25:22,190.25803,1666735200,Pitampura,28.7041,77.1025,Asia/Kolkata
38,24.0,16.54063,4.286372,51.498413,2022-10-26T04:00:00,0.52154064,0.03313471,2022-10-25T23:00:00,2022-10-25:23,190.25803,1666738800,Pitampura,28.7041,77.1025,Asia/Kolkata
39,23.0,17.283949,4.447205,50.783157,2022-10-26T05:00:00,0.52154064,0.032465324,2022-10-26T00:00:00,2022-10-26:00,190.25803,1666742400,Pitampura,28.7041,77.1025,Asia/Kolkata
40,23.0,17.61373,4.4272647,50.783157,2022-10-26T06:00:00,0.5289912,0.03413879,2022-10-26T01:00:00,2022-10-26:01,191.92696,1666746000,Pitampura,28.7041,77.1025,Asia/Kolkata
41,23.0,18.065601,4.416192,50.0679,2022-10-26T07:00:00,0.5289912,0.030122465,2022-10-26T02:00:00,2022-10-26:02,191.92696,1666749600,Pitampura,28.7041,77.1025,Asia/Kolkata
42,23.0,18.408018,4.5298753,49.352646,2022-10-26T08:00:00,0.5364418,0.0281143,2022-10-26T03:00:00,2022-10-26:03,191.92696,1666753200,Pitampura,28.7041,77.1025,Asia/Kolkata
43,23.0,19.279808,4.5878487,49.352646,2022-10-26T09:00:00,0.52154064,0.024097972,2022-10-26T04:00:00,2022-10-26:04,191.92696,1666756800,Pitampura,28.7041,77.1025,Asia/Kolkata
44,23.0,19.908085,4.5166073,49.352646,2022-10-26T10:00:00,0.4991889,0.020583684,2022-10-26T05:00:00,2022-10-26:05,193.59589,1666760400,Pitampura,28.7041,77.1025,Asia/Kolkata
45,23.0,20.240114,4.3814483,50.0679,2022-10-26T11:00:00,0.47683716,0.018408172,2022-10-26T06:00:00,2022-10-26:06,193.59589,1666764000,Pitampura,28.7041,77.1025,Asia/Kolkata
46,23.0,20.991041,4.1991367,50.0679,2022-10-26T12:00:00,0.46938658,0.017571438,2022-10-26T07:00:00,2022-10-26:07,193.59589,1666767600,Pitampura,28.7041,77.1025,Asia/Kolkata
47,22.0,20.515615,3.9572687,48.63739,2022-10-26T13:00:00,0.45448542,0.017069396,2022-10-26T08:00:00,2022-10-26:08,193.59589,1666771200,Pitampura,28.7041,77.1025,Asia/Kolkata
48,22.0,20.262115,3.9369106,47.20688,2022-10-26T14:00:00,0.45448542,0.01740409,2022-10-26T09:00:00,2022-10-26:09,191.92696,1666774800,Pitampura,28.7041,77.1025,Asia/Kolkata
49,22.0,20.600306,4.0423265,47.20688,2022-10-26T15:00:00,0.461936,0.018408172,2022-10-26T10:00:00,2022-10-26:10,193.59589,1666778400,Pitampura,28.7041,77.1025,Asia/Kolkata
50,22.0,20.962305,4.1708183,46.491623,2022-10-26T16:00:00,0.46938658,0.020583684,2022-10-26T11:00:00,2022-10-26:11,195.26482,1666782000,Pitampura,28.7041,77.1025,Asia/Kolkata
51,22.0,21.489212,4.231578,46.491623,2022-10-26T17:00:00,0.47311187,0.025102053,2022-10-26T12:00:00,2022-10-26:12,196.93375,1666785600,Pitampura,28.7041,77.1025,Asia/Kolkata
52,22.0,21.18141,4.1586795,46.491623,2022-10-26T18:00:00,0.47683716,0.031795934,2022-10-26T13:00:00,2022-10-26:13,198.60268,1666789200,Pitampura,28.7041,77.1025,Asia/Kolkata
53,21.0,20.800947,4.014624,45.776367,2022-10-26T19:00:00,0.48428774,0.03480818,2022-10-26T14:00:00,2022-10-26:14,198.60268,1666792800,Pitampura,28.7041,77.1025,Asia/Kolkata
54,21.0,21.022686,4.0052996,45.41874,2022-10-26T20:00:00,0.4991889,0.034473486,2022-10-26T15:00:00,2022-10-26:15,196.93375,1666796400,Pitampura,28.7041,77.1025,Asia/Kolkata
55,21.0,21.631838,4.1486526,44.703484,2022-10-26T21:00:00,0.52154064,0.0338041,2022-10-26T16:00:00,2022-10-26:16,196.93375,1666800000,Pitampura,28.7041,77.1025,Asia/Kolkata
56,20.0,21.8336,4.350685,43.988228,2022-10-26T22:00:00,0.5364418,0.03313471,2022-10-26T17:00:00,2022-10-26:17,195.26482,1666803600,Pitampura,28.7041,77.1025,Asia/Kolkata
57,20.0,20.611736,4.294806,43.6306,2022-10-26T23:00:00,0.55134296,0.032465324,2022-10-26T18:00:00,2022-10-26:18,196.93375,1666807200,Pitampura,28.7041,77.1025,Asia/Kolkata
58,20.0,18.903475,4.2188625,43.272972,2022-10-27T00:00:00,0.55134296,0.03213063,2022-10-26T19:00:00,2022-10-26:19,198.60268,1666810800,Pitampura,28.7041,77.1025,Asia/Kolkata
59,20.0,17.083216,4.1473374,43.272972,2022-10-27T01:00:00,0.5438924,0.031795934,2022-10-26T20:00:00,2022-10-26:20,200.2716,1666814400,Pitampura,28.7041,77.1025,Asia/Kolkata
60,20.0,16.135218,4.0152736,42.915344,2022-10-27T02:00:00,0.5364418,0.03146124,2022-10-26T21:00:00,2022-10-26:21,201.94054,1666818000,Pitampura,28.7041,77.1025,Asia/Kolkata
61,20.0,15.803036,3.9156978,43.272972,2022-10-27T03:00:00,0.5289912,0.03146124,2022-10-26T22:00:00,2022-10-26:22,205.2784,1666821600,Pitampura,28.7041,77.1025,Asia/Kolkata
62,20.0,16.185179,3.9471068,43.272972,2022-10-27T04:00:00,0.5289912,0.03146124,2022-10-26T23:00:00,2022-10-26:23,206.94733,1666825200,Pitampura,28.7041,77.1025,Asia/Kolkata
63,20.0,16.724178,4.134997,43.6306,2022-10-27T05:00:00,0.5438924,0.03146124,2022-10-27T00:00:00,2022-10-27:00,210.28519,1666828800,Pitampura,28.7041,77.1025,Asia/Kolkata
64,20.0,16.968393,4.2618766,43.6306,2022-10-27T06:00:00,0.55879354,0.031126548,2022-10-27T01:00:00,2022-10-27:01,210.28519,1666832400,Pitampura,28.7041,77.1025,Asia/Kolkata
65,20.0,17.37574,4.3202257,43.988228,2022-10-27T07:00:00,0.5662441,0.025436748,2022-10-27T02:00:00,2022-10-27:02,208.61626,1666836000,Pitampura,28.7041,77.1025,Asia/Kolkata
66,20.0,17.846819,4.4429574,43.988228,2022-10-27T08:00:00,0.55879354,0.02309389,2022-10-27T03:00:00,2022-10-27:03,206.94733,1666839600,Pitampura,28.7041,77.1025,Asia/Kolkata
67,20.0,17.523514,4.47068,43.6306,2022-10-27T09:00:00,0.55134296,0.019746948,2022-10-27T04:00:00,2022-10-27:04,205.2784,1666843200,Pitampura,28.7041,77.1025,Asia/Kolkata
68,20.0,16.752438,4.632914,42.915344,2022-10-27T10:00:00,0.55879354,0.016734703,2022-10-27T05:00:00,2022-10-27:05,205.2784,1666846800,Pitampura,28.7041,77.1025,Asia/Kolkata
69,20.0,16.107716,4.8035975,42.557716,2022-10-27T11:00:00,0.55879354,0.014726538,2022-10-27T06:00:00,2022-10-27:06,205.2784,1666850400,Pitampura,28.7041,77.1025,Asia/Kolkata
70,20.0,16.190565,4.8859925,42.20009,2022-10-27T12:00:00,0.55134296,0.014391844,2022-10-27T07:00:00,2022-10-27:07,205.2784,1666854000,Pitampura,28.7041,77.1025,Asia/Kolkata
71,20.0,15.840577,4.768876,41.84246,2022-10-27T13:00:00,0.52154064,0.014893886,2022-10-27T08:00:00,2022-10-27:08,205.2784,1666857600,Pitampura,28.7041,77.1025,Asia/Kolkata
72,19.0,14.767141,4.394647,41.127205,2022-10-27T14:00:00,0.4991889,0.01573062,2022-10-27T09:00:00,2022-10-27:09,203.60947,1666861200,Pitampura,28.7041,77.1025,Asia/Kolkata
73,19.0,14.638373,4.2657504,40.05432,2022-10-27T15:00:00,0.4991889,0.016734703,2022-10-27T10:00:00,2022-10-27:10,201.94054,1666864800,Pitampura,28.7041,77.1025,Asia/Kolkata
74,19.0,14.750476,4.2610693,40.05432,2022-10-27T16:00:00,0.51409006,0.01857552,2022-10-27T11:00:00,2022-10-27:11,201.94054,1666868400,Pitampura,28.7041,77.1025,Asia/Kolkata
75,19.0,15.219398,4.38015,40.41195,2022-10-27T17:00:00,0.51409006,0.021755114,2022-10-27T12:00:00,2022-10-27:12,203.60947,1666872000,Pitampura,28.7041,77.1025,Asia/Kolkata
76,19.0,14.943897,4.454652,41.127205,2022-10-27T18:00:00,0.5364418,0.027110219,2022-10-27T13:00:00,2022-10-27:13,205.2784,1666875600,Pitampura,28.7041,77.1025,Asia/Kolkata
77,20.0,14.701425,4.795468,42.20009,2022-10-27T19:00:00,0.5811453,0.032465324,2022-10-27T14:00:00,2022-10-27:14,210.28519,1666879200,Pitampura,28.7041,77.1025,Asia/Kolkata
78,21.0,15.073671,5.050688,43.988228,2022-10-27T20:00:00,0.6109476,0.035812262,2022-10-27T15:00:00,2022-10-27:15,216.9609,1666882800,Pitampura,28.7041,77.1025,Asia/Kolkata
79,21.0,15.414334,5.0408106,45.06111,2022-10-27T21:00:00,0.6109476,0.036146957,2022-10-27T16:00:00,2022-10-27:16,220.29877,1666886400,Pitampura,28.7041,77.1025,Asia/Kolkata
80,20.0,15.739682,4.900733,43.988228,2022-10-27T22:00:00,0.603497,0.034473486,2022-10-27T17:00:00,2022-10-27:17,216.9609,1666890000,Pitampura,28.7041,77.1025,Asia/Kolkata
81,20.0,15.892699,4.822312,42.915344,2022-10-27T23:00:00,0.603497,0.03413879,2022-10-27T18:00:00,2022-10-27:18,213.62305,1666893600,Pitampura,28.7041,77.1025,Asia/Kolkata
82,20.0,16.047375,4.860069,43.272972,2022-10-28T00:00:00,0.603497,0.035142876,2022-10-27T19:00:00,2022-10-27:19,216.9609,1666897200,Pitampura,28.7041,77.1025,Asia/Kolkata
83,21.0,16.245213,4.706573,44.345856,2022-10-28T01:00:00,0.5811453,0.036146957,2022-10-27T20:00:00,2022-10-27:20,216.9609,1666900800,Pitampura,28.7041,77.1025,Asia/Kolkata
84,21.0,16.724625,4.4839144,45.776367,2022-10-28T02:00:00,0.55134296,0.036146957,2022-10-27T21:00:00,2022-10-27:21,216.9609,1666904400,Pitampura,28.7041,77.1025,Asia/Kolkata
85,22.0,17.386568,4.2099166,46.491623,2022-10-28T03:00:00,0.5066395,0.036146957,2022-10-27T22:00:00,2022-10-27:22,213.62305,1666908000,Pitampura,28.7041,77.1025,Asia/Kolkata
86,22.0,18.416412,3.9528477,47.922134,2022-10-28T04:00:00,0.46938658,0.03715104,2022-10-27T23:00:00,2022-10-27:23,213.62305,1666911600,Pitampura,28.7041,77.1025,Asia/Kolkata
87,22.0,18.081205,3.7330463,48.63739,2022-10-28T05:00:00,0.45448542,0.038155124,2022-10-28T00:00:00,2022-10-28:00,213.62305,1666915200,Pitampura,28.7041,77.1025,Asia/Kolkata
88,22.0,17.415705,3.7711964,47.922134,2022-10-28T06:00:00,0.46938658,0.038489815,2022-10-28T01:00:00,2022-10-28:01,210.28519,1666918800,Pitampura,28.7041,77.1025,Asia/Kolkata
89,21.0,16.3147,4.075391,45.41874,2022-10-28T07:00:00,0.52154064,0.029787771,2022-10-28T02:00:00,2022-10-28:02,201.94054,1666922400,Pitampura,28.7041,77.1025,Asia/Kolkata
90,20.0,15.699947,4.629634,42.915344,2022-10-28T08:00:00,0.58859587,0.022759195,2022-10-28T03:00:00,2022-10-28:03,195.26482,1666926000,Pitampura,28.7041,77.1025,Asia/Kolkata
91,21.0,14.977818,5.0738554,41.484833,2022-10-28T09:00:00,0.62584877,0.018742867,2022-10-28T04:00:00,2022-10-28:04,193.59589,1666929600,Pitampura,28.7041,77.1025,Asia/Kolkata
92,22.0,14.167356,5.195167,42.557716,2022-10-28T10:00:00,0.63329935,0.017236743,2022-10-28T05:00:00,2022-10-28:05,195.26482,1666933200,Pitampura,28.7041,77.1025,Asia/Kolkata
93,21.0,14.155402,5.064363,45.06111,2022-10-28T11:00:00,0.6183982,0.017236743,2022-10-28T06:00:00,2022-10-28:06,198.60268,1666936800,Pitampura,28.7041,77.1025,Asia/Kolkata
94,22.0,14.369962,4.9252577,47.20688,2022-10-28T12:00:00,0.58859587,0.017738786,2022-10-28T07:00:00,2022-10-28:07,200.2716,1666940400,Pitampura,28.7041,77.1025,Asia/Kolkata
95,22.0,14.987681,4.605915,47.922134,2022-10-28T13:00:00,0.5438924,0.017571438,2022-10-28T08:00:00,2022-10-28:08,198.60268,1666944000,Pitampura,28.7041,77.1025,Asia/Kolkata
0,70.0,17.02806,6.4195714,56.212456,2022-10-24T11:00:00,0.23841858,5.9343867,2022-10-24T09:00:00,2022-10-24:09,200.2716,1666602000,Soestduinen,52.1326,5.2913,Europe/Amsterdam
1,54.0,15.005355,6.1575117,53.25828,2022-10-24T12:00:00,0.24959445,3.9607315,2022-10-24T10:00:00,2022-10-24:10,200.2716,1666605600,Soestduinen,52.1326,5.2913,Europe/Amsterdam
2,39.6,13.08047,6.016411,49.445797,2022-10-24T13:00:00,0.2644956,1.986273,2022-10-24T11:00:00,2022-10-24:11,200.2716,1666609200,Soestduinen,52.1326,5.2913,Europe/Amsterdam
3,26.0,11.678775,6.317461,44.345856,2022-10-24T14:00:00,0.28312206,0.011044904,2022-10-24T12:00:00,2022-10-24:12,198.60268,1666612800,Soestduinen,52.1326,5.2913,Europe/Amsterdam
4,29.0,13.206525,6.97475,44.345856,2022-10-24T15:00:00,0.3054738,0.009706127,2022-10-24T13:00:00,2022-10-24:13,198.60268,1666616400,Soestduinen,52.1326,5.2913,Europe/Amsterdam
5,27.0,14.912268,6.5281653,42.20009,2022-10-24T16:00:00,0.32782555,0.008200005,2022-10-24T14:00:00,2022-10-24:14,200.2716,1666620000,Soestduinen,52.1326,5.2913,Europe/Amsterdam
6,19.0,14.499599,4.1372685,40.41195,2022-10-24T17:00:00,0.28684735,0.006861228,2022-10-24T15:00:00,2022-10-24:15,200.2716,1666623600,Soestduinen,52.1326,5.2913,Europe/Amsterdam
7,20.0,12.894998,2.8826575,42.20009,2022-10-24T18:00:00,0.23469329,0.007028575,2022-10-24T16:00:00,2022-10-24:16,201.94054,1666627200,Soestduinen,52.1326,5.2913,Europe/Amsterdam
8,21.0,12.349874,2.4537337,44.703484,2022-10-24T19:00:00,0.22165477,0.0100408215,2022-10-24T17:00:00,2022-10-24:17,201.94054,1666630800,Soestduinen,52.1326,5.2913,Europe/Amsterdam
9,22.0,13.186889,2.474075,47.922134,2022-10-24T20:00:00,0.22910535,0.012718374,2022-10-24T18:00:00,2022-10-24:18,203.60947,1666634400,Soestduinen,52.1326,5.2913,Europe/Amsterdam
10,23.0,14.929111,2.7024877,50.783157,2022-10-24T21:00:00,0.24586916,0.014726538,2022-10-24T19:00:00,2022-10-24:19,203.60947,1666638000,Soestduinen,52.1326,5.2913,Europe/Amsterdam
11,24.0,14.072807,2.5441866,52.21367,2022-10-24T22:00:00,0.24214387,0.015563274,2022-10-24T20:00:00,2022-10-24:20,201.94054,1666641600,Soestduinen,52.1326,5.2913,Europe/Amsterdam
12,24.0,11.70267,2.1522782,51.498413,2022-10-24T23:00:00,0.23283064,0.014893886,2022-10-24T21:00:00,2022-10-24:21,200.2716,1666645200,Soestduinen,52.1326,5.2913,Europe/Amsterdam
13,23.0,10.019048,1.8674364,49.352646,2022-10-25T00:00:00,0.22724271,0.014391844,2022-10-24T22:00:00,2022-10-24:22,201.94054,1666648800,Soestduinen,52.1326,5.2913,Europe/Amsterdam
14,22.0,9.03369,1.6405244,47.20688,2022-10-25T01:00:00,0.22165477,0.014224498,2022-10-24T23:00:00,2022-10-24:23,201.94054,1666652400,Soestduinen,52.1326,5.2913,Europe/Amsterdam
15,22.0,8.407888,1.5388966,47.922134,2022-10-25T02:00:00,0.21979213,0.014224498,2022-10-25T00:00:00,2022-10-25:00,200.2716,1666656000,Soestduinen,52.1326,5.2913,Europe/Amsterdam
16,23.0,8.164572,1.5863421,49.352646,2022-10-25T03:00:00,0.21979213,0.014391844,2022-10-25T01:00:00,2022-10-25:01,200.2716,1666659600,Soestduinen,52.1326,5.2913,Europe/Amsterdam
17,22.0,8.252727,1.7317952,48.63739,2022-10-25T04:00:00,0.22351742,0.01405715,2022-10-25T02:00:00,2022-10-25:02,200.2716,1666663200,Soestduinen,52.1326,5.2913,Europe/Amsterdam
18,22.0,8.529968,1.8915206,47.922134,2022-10-25T05:00:00,0.230968,0.013722456,2022-10-25T03:00:00,2022-10-25:03,200.2716,1666666800,Soestduinen,52.1326,5.2913,Europe/Amsterdam
19,22.0,8.977375,1.9889214,46.491623,2022-10-25T06:00:00,0.23469329,0.013387762,2022-10-25T04:00:00,2022-10-25:04,200.2716,1666670400,Soestduinen,52.1326,5.2913,Europe/Amsterdam
20,22.0,9.3373995,1.9991885,46.491623,2022-10-25T07:00:00,0.23841858,0.0135551095,2022-10-25T05:00:00,2022-10-25:05,201.94054,1666674000,Soestduinen,52.1326,5.2913,Europe/Amsterdam
21,22.0,9.288547,1.8916471,46.491623,2022-10-25T08:00:00,0.23655593,0.012551026,2022-10-25T06:00:00,2022-10-25:06,201.94054,1666677600,Soestduinen,52.1326,5.2913,Europe/Amsterdam
22,22.0,9.050027,1.7690325,47.20688,2022-10-25T09:00:00,0.230968,0.010877557,2022-10-25T07:00:00,2022-10-25:07,201.94054,1666681200,Soestduinen,52.1326,5.2913,Europe/Amsterdam
23,22.0,8.780525,1.6734573,47.922134,2022-10-25T10:00:00,0.22538006,0.01121225,2022-10-25T08:00:00,2022-10-25:08,201.94054,1666684800,Soestduinen,52.1326,5.2913,Europe/Amsterdam
24,22.0,8.625515,1.6339571,47.922134,2022-10-25T11:00:00,0.21979213,0.010877557,2022-10-25T09:00:00,2022-10-25:09,201.94054,1666688400,Soestduinen,52.1326,5.2913,Europe/Amsterdam
25,22.0,8.501005,1.6247624,47.922134,2022-10-25T12:00:00,0.21606684,0.010626536,2022-10-25T10:00:00,2022-10-25:10,201.94054,1666692000,Soestduinen,52.1326,5.2913,Europe/Amsterdam
26,22.0,8.365253,1.6621547,47.922134,2022-10-25T13:00:00,0.21234155,0.010626536,2022-10-25T11:00:00,2022-10-25:11,200.2716,1666695600,Soestduinen,52.1326,5.2913,Europe/Amsterdam
27,22.0,8.0731735,1.7173071,48.63739,2022-10-25T14:00:00,0.20675361,0.011044904,2022-10-25T12:00:00,2022-10-25:12,200.2716,1666699200,Soestduinen,52.1326,5.2913,Europe/Amsterdam
28,23.0,7.452687,1.7343012,50.0679,2022-10-25T15:00:00,0.1937151,0.011714292,2022-10-25T13:00:00,2022-10-25:13,200.2716,1666702800,Soestduinen,52.1326,5.2913,Europe/Amsterdam
29,24.0,6.7255793,1.7040763,51.498413,2022-10-25T16:00:00,0.17881393,0.01238368,2022-10-25T14:00:00,2022-10-25:14,200.2716,1666706400,Soestduinen,52.1326,5.2913,Europe/Amsterdam
30,24.0,6.194342,1.6399944,52.21367,2022-10-25T17:00:00,0.17136335,0.013889803,2022-10-25T15:00:00,2022-10-25:15,200.2716,1666710000,Soestduinen,52.1326,5.2913,Europe/Amsterdam
31,25.0,5.847666,1.5305706,53.64418,2022-10-25T18:00:00,0.16577542,0.016734703,2022-10-25T16:00:00,2022-10-25:16,200.2716,1666713600,Soestduinen,52.1326,5.2913,Europe/Amsterdam
32,25.0,5.8249125,1.4524759,53.64418,2022-10-25T19:00:00,0.16577542,0.020751031,2022-10-25T17:00:00,2022-10-25:17,200.2716,1666717200,Soestduinen,52.1326,5.2913,Europe/Amsterdam
33,24.0,6.3139253,1.4755083,52.928925,2022-10-25T20:00:00,0.17136335,0.023428584,2022-10-25T18:00:00,2022-10-25:18,200.2716,1666720800,Soestduinen,52.1326,5.2913,Europe/Amsterdam
34,24.0,6.8643284,1.5016162,52.21367,2022-10-25T21:00:00,0.17508864,0.024097972,2022-10-25T19:00:00,2022-10-25:19,200.2716,1666724400,Soestduinen,52.1326,5.2913,Europe/Amsterdam
35,24.0,7.2104588,1.4989835,52.928925,2022-10-25T22:00:00,0.17508864,0.024432667,2022-10-25T20:00:00,2022-10-25:20,200.2716,1666728000,Soestduinen,52.1326,5.2913,Europe/Amsterdam
